time,open,high,low,close,Volume,Volume MA
1577916000,108.629,108.761,108.629,108.686,161,NaN
1577919600,108.686,108.726,108.606,108.725,1124,NaN
1577923200,108.725,108.736,108.682,108.702,952,NaN
1577926800,108.702,108.732,108.638,108.672,1377,NaN
1577930400,108.672,108.689,108.656,108.679,955,NaN
1577934000,108.679,108.712,108.674,108.706,575,NaN
1577937600,108.706,108.744,108.699,108.744,714,NaN
1577941200,108.744,108.756,108.734,108.742,853,NaN
1577944800,108.742,108.75,108.712,108.712,478,NaN
1577948400,108.712,108.8,108.694,108.786,2024,NaN
1577952000,108.786,108.82,108.765,108.78,2813,NaN
1577955600,108.78,108.844,108.775,108.838,1996,NaN
1577959200,108.838,108.866,108.794,108.807,1603,NaN
1577962800,108.807,108.813,108.771,108.772,1521,NaN
1577966400,108.772,108.808,108.758,108.788,1137,NaN
1577970000,108.788,108.79,108.657,108.694,1977,NaN
1577973600,108.694,108.748,108.636,108.674,2896,NaN
1577977200,108.674,108.682,108.212,108.272,5972,NaN
1577980800,108.272,108.444,108.26,108.434,2994,NaN
1577984400,108.434,108.554,108.43,108.529,2397,1725.95
1577988000,108.529,108.56,108.498,108.522,1979,1816.85
1577991600,108.522,108.572,108.512,108.55,1656,1843.45
1577995200,108.55,108.562,108.493,108.558,1482,1869.95
1577998800,108.558,108.568,108.528,108.561,537,1827.95
1578002400,108.561,108.568,108.516,108.548,120,1786.2
1578006000,108.548,108.631,108.544,108.546,917,1803.3
1578009600,108.546,108.564,108.392,108.406,1886,1861.9
1578013200,108.406,108.442,108.166,108.204,3487,1993.6
1578016800,108.204,108.244,108,108.06,7435,2341.45
1578020400,108.06,108.186,108.004,108.184,3962,2438.35
1578024000,108.184,108.232,108.126,108.132,2991,2447.25
1578027600,108.132,108.165,108.08,108.124,2872,2491.05
1578031200,108.124,108.153,108.081,108.142,1650,2493.4
1578034800,108.142,108.143,107.914,107.948,5516,2693.15
1578038400,107.948,108.072,107.932,107.992,5443,2908.45
1578042000,107.992,108.07,107.921,108.068,4634,3041.3
1578045600,108.068,108.13,108.016,108.052,4862,3139.6
1578049200,108.052,108.117,107.998,108.029,3753,3028.65
1578052800,108.029,108.156,108.023,108.085,3190,3038.45
1578056400,108.085,108.164,108.085,108.158,3273,3082.25
1578060000,108.158,108.269,108.145,108.23,4670,3216.8
1578063600,108.23,108.23,107.998,108.039,7458,3506.9
1578067200,108.039,108.04,107.916,107.948,3733,3619.45
1578070800,107.948,107.989,107.934,107.968,2097,3697.45
1578074400,107.968,108.076,107.842,108.05,4721,3927.5
1578078000,108.05,108.092,108.012,108.013,3061,4034.7
1578081600,108.013,108.12,108.013,108.094,2092,4045
1578085200,108.094,108.126,108.089,108.11,692,3905.25
1578261600,108.11,108.11,107.804,107.804,342,3550.6
1578265200,107.804,107.98,107.772,107.97,5942,3649.6
1578268800,107.97,108.122,107.948,108.068,6519,3826
1578272400,108.068,108.084,107.914,107.948,3836,3874.2
1578276000,107.948,108.058,107.93,108.032,2510,3917.2
1578279600,108.032,108.077,108.009,108.056,1609,3721.85
1578283200,108.056,108.106,108.034,108.062,1781,3538.75
1578286800,108.062,108.074,108.034,108.06,1198,3366.95
1578290400,108.06,108.072,107.97,108.052,2471,3247.4
1578294000,108.052,108.179,108.028,108.103,3439,3231.7
1578297600,108.103,108.136,107.951,107.978,4922,3318.3
1578301200,107.978,108.037,107.926,107.985,3414,3325.35
1578304800,107.985,108.037,107.981,108.002,2282,3205.95
1578308400,108.002,108.084,107.99,108.063,2289,2947.5
1578312000,108.063,108.164,108.044,108.159,1999,2860.8
1578315600,108.159,108.162,108.073,108.121,2244,2868.15
1578319200,108.121,108.154,108.064,108.142,3476,2805.9
1578322800,108.142,108.366,108.107,108.32,5197,2912.7
1578326400,108.32,108.416,108.291,108.37,3259,2971.05
1578330000,108.37,108.399,108.347,108.347,1432,3008.05
1578333600,108.347,108.394,108.342,108.368,1466,3064.25
1578337200,108.368,108.506,108.356,108.454,1742,2854.25
1578340800,108.454,108.462,108.42,108.441,1563,2606.45
1578344400,108.441,108.448,108.37,108.372,689,2449.1
1578348000,108.372,108.379,108.326,108.379,118,2329.5
1578351600,108.379,108.418,108.369,108.412,897,2293.9
1578355200,108.412,108.456,108.378,108.426,1713,2290.5
1578358800,108.426,108.463,108.376,108.435,1961,2328.65
1578362400,108.435,108.483,108.422,108.474,1946,2302.4
1578366000,108.474,108.498,108.445,108.472,1576,2209.25
1578369600,108.472,108.505,108.46,108.5,1299,2028.1
1578373200,108.5,108.506,108.434,108.436,1543,1934.55
1578376800,108.436,108.454,108.342,108.444,3573,1999.1
1578380400,108.444,108.448,108.262,108.318,4337,2101.5
1578384000,108.318,108.501,108.31,108.453,4895,2246.3
1578387600,108.453,108.484,108.412,108.468,2414,2254.8
1578391200,108.468,108.484,108.368,108.416,3160,2239
1578394800,108.416,108.427,108.378,108.397,1962,2077.25
1578398400,108.397,108.429,108.38,108.426,1669,1997.75
1578402000,108.426,108.477,108.417,108.439,2867,2069.5
1578405600,108.439,108.482,108.319,108.424,4270,2209.7
1578409200,108.424,108.63,108.418,108.607,6650,2455.1
1578412800,108.607,108.628,108.527,108.536,2772,2515.55
1578416400,108.536,108.555,108.512,108.547,1755,2568.85
1578420000,108.547,108.568,108.511,108.542,1169,2621.4
1578423600,108.542,108.595,108.522,108.53,1768,2664.95
1578427200,108.53,108.558,108.528,108.555,988,2628.7
1578430800,108.555,108.562,108.352,108.462,2075,2634.4
1578434400,108.462,108.522,108.424,108.458,692,2571.7
1578438000,108.458,108.475,107.83,107.998,10328,3009.3
1578441600,107.998,108.07,107.651,107.866,18935,3891.1
1578445200,107.866,108.138,107.81,108.032,14248,4526.35
1578448800,108.032,108.462,108.006,108.39,15032,5099.3
1578452400,108.39,108.41,108.162,108.362,8548,5309.85
1578456000,108.362,108.402,108.276,108.314,2932,5211.7
1578459600,108.314,108.382,108.289,108.306,4003,5291.15
1578463200,108.306,108.411,108.274,108.38,3623,5314.3
1578466800,108.38,108.468,108.378,108.422,5593,5495.85
1578470400,108.422,108.49,108.396,108.455,7537,5789.25
1578474000,108.455,108.482,108.422,108.448,2936,5792.7
1578477600,108.448,108.768,108.424,108.679,4366,5797.5
1578481200,108.679,108.772,108.614,108.722,4333,5681.65
1578484800,108.722,108.787,108.656,108.761,3581,5722.1
1578488400,108.761,108.817,108.67,108.67,4604,5864.55
1578492000,108.67,108.746,108.63,108.694,5160,6064.1
1578495600,108.694,108.745,108.616,108.625,4159,6183.65
1578499200,108.625,109.101,108.625,109.035,10714,6669.95
1578502800,109.035,109.136,109.014,109.096,4788,6805.6
1578506400,109.096,109.174,109.096,109.136,2656,6903.8
1578510000,109.136,109.246,109.136,109.232,1908,6482.8
1578513600,109.232,109.232,109,109.038,4932,5782.65
1578517200,109.038,109.174,109.02,109.132,1428,5141.65
1578520800,109.132,109.136,109.052,109.078,307,4405.4
1578524400,109.078,109.124,109.012,109.038,1222,4039.1
1578528000,109.038,109.244,109.032,109.186,3963,4090.65
1578531600,109.186,109.256,109.181,109.236,3041,4042.55
1578535200,109.236,109.238,109.18,109.198,1858,3954.3
1578538800,109.198,109.204,109.15,109.192,1637,3756.5
1578542400,109.192,109.224,109.185,109.216,1261,3442.7
1578546000,109.216,109.286,109.208,109.276,1425,3367.15
1578549600,109.276,109.325,109.26,109.283,2216,3259.65
1578553200,109.283,109.364,109.252,109.357,3309,3208.45
1578556800,109.357,109.374,109.276,109.338,4907,3274.75
1578560400,109.338,109.434,109.327,109.433,3238,3206.45
1578564000,109.433,109.456,109.4,109.441,2614,3079.15
1578567600,109.441,109.489,109.418,109.451,1756,2959
1578571200,109.451,109.458,109.318,109.355,3611,2603.85
1578574800,109.355,109.462,109.352,109.432,2644,2496.65
1578578400,109.432,109.518,109.427,109.488,3911,2559.4
1578582000,109.488,109.582,109.462,109.542,3167,2622.35
1578585600,109.542,109.56,109.469,109.476,2822,2516.85
1578589200,109.476,109.516,109.442,109.511,1983,2544.6
1578592800,109.511,109.511,109.392,109.454,3462,2702.35
1578596400,109.454,109.52,109.452,109.512,2049,2743.7
1578600000,109.512,109.539,109.495,109.5,1771,2634.1
1578603600,109.5,109.526,109.494,109.524,1042,2534.15
1578607200,109.524,109.557,109.457,109.48,314,2456.95
1578610800,109.48,109.528,109.474,109.498,1085,2429.35
1578614400,109.498,109.582,109.46,109.488,4312,2581.9
1578618000,109.488,109.548,109.478,109.542,2230,2622.15
1578621600,109.542,109.548,109.508,109.54,1221,2572.4
1578625200,109.54,109.544,109.52,109.53,808,2447.35
1578628800,109.53,109.551,109.529,109.55,874,2245.7
1578632400,109.55,109.607,109.541,109.564,1157,2141.65
1578636000,109.564,109.6,109.554,109.568,1045,2063.2
1578639600,109.568,109.594,109.564,109.574,1329,2041.85
1578643200,109.574,109.594,109.558,109.577,1488,1935.7
1578646800,109.577,109.65,109.567,109.641,1368,1871.9
1578650400,109.641,109.655,109.612,109.614,1498,1751.25
1578654000,109.614,109.644,109.595,109.622,1002,1643
1578657600,109.622,109.641,109.609,109.636,1184,1561.1
